"Subject","Subject code","Catalog Number","Long Course Title","Description","Units - Units - Units","Units - Repeat for Credit","Course Attributes","Instructional Components"
"ECON - Economics","ECON","609","Political Economy","Provides a selective overview of modern political economy.  Gives an introduction to the basic theoretical models, empirical methodologies, and substantive findings in political economy. Covers theoretical and empirical research and the links between the two. Also treats a number of selected topics on the research frontier.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","611","Special Topics in Economics","Topics will vary from year to year. Consult the timetable or the Department for the topics available in a given year.

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","615","Econometrics","Provides a foundation of econometric theory relevant for empirical work in economics. Covers classical estimation and inference procedures, including linear regression, linear instrumental variables, differences-in-differences, and linear panel data techniques. Also covers the problem of causality and identification in empirical economics.

Prerequisite(s): Admission to the Master of Arts Economics program or permission of the Department.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","619","Empirical International Trade","Examines issues from the economic literature on international trade. Focuses on quantitative and empircal analysis. Specific topics include the factor content of trade, firm level and multinational behaviour, empirical testing of political economy determinants of protection, and assessing the environmental impact of trade agreements.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Focused, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"ECON - Economics","ECON","621","International Trade","Focuses on the microeconomic aspects of international economics with emphasis on general equilibrium models commonly employed in international economics. Specific topics covered include theories of international specialization and exchange, trade policy and economic welfare, international factor movement, trade and growth, under both perfect competition and imperfect competition, and selected problems of trade policy in the international trading system.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"ECON - Economics","ECON","627","Energy Economics","Applies the tools of microeconomics, institutional economics, and econometrics to energy markets and policies. Focuses on empirical studies of the energy business including markets for natural gas, crude oil, gasoline, electricity and coal.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","633","Labour Economics","Emphasizes empirical implementation of theoretical models through the use of data and econometrics. Topics include labor supply theory, search theory, wage determination theories, and numerical methods for the estimation of dynamic models.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Focused, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"ECON - Economics","ECON","635","Regulatory Economics","An in-depth study of regulatory economics, defined as price and entry regulation. Price and entry regulation occurs when the state restricts who can provide services and approves the terms of service. A considerable part of the course will address regulatory restructuring in network industries, with case studies on electricity reform, local telecommunications, and pipelines.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","641","Financial Economics","A review of  the main themes of financial economics and an introduction of  a number of frontier ideas that have marked the recent evolution of the discipline. The main focus is on asset pricing and the application of financial econometrics to modelling and prediction of financial data.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","649","Empirical Public Economics","Focuses on empirical research on the economics of the public sector, including material on taxation, public expenditures and social insurance. Gives a broad overview of this growing field and prepares for research in public economics.

Antirequisite(s): Credit for both Economics 649 and 611.48 will not be allowed.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Focused, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"ECON - Economics","ECON","651","Redistribution & Social Insurance","A focus on the economics of public expenditure programs designed to redistribute income or to provide social insurance against risks faced by households.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","653","Public Revenue Analysis","A focus on the revenue side of public finance, primarily in the form of taxation. The equity and efficiency aspects of different taxes are considered, as is optimal tax design. Possible topics include the taxation of labour and capital, the impact taxation on savings and risk taking, and environmental and resource taxation.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","655","Cost/Benefit Analysis","Theoretical and applied aspects of the use of cost-benefit techniques and applied welfare analysis in the evaluation of investment projects and public policies.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","657","Microeconomic Theory","Introduction to advanced microeconomic theory. Topics include consumer theory, theory of the firm, general equilibrium, uncertainty, game theory, and informational economics.

Prerequisite(s): Admission to the Master of Arts Economics program.

Notes: Students in other departments can take this course with permission of the Department of Economics.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"ECON - Economics","ECON","659","Macroeconomic Theory","Introduction to the analysis of macroeconomics at an advanced level. Provides an overview of theories addressing the major questions of macroeconomic phenomena. Some coverage of applied topics, such as economic growth and government policy.

Prerequisite(s): Admission to the Master of Arts Economics program.

Notes: Students in other departments can take this course with permission of the Department of Economics.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"ECON - Economics","ECON","661","Behavioural Economics","Survey of research incorporating psychological evidence into economics. Topics include fairness, altruism, prospect theory, self-control, biases in probabilistic judgment, mental accounting, and the relationship between markets, incentives, and attention and various cognitive processes.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","667","Industrial Organization","A focus on market power: its acquisition, maintenance, and exercise. Both theory and application, with an emphasis on how industrial organization does, and should, inform competition policy and antitrust law, will be examined.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","669","Empirical Industrial Organization","Firm behaviour in oligopolistic markets, as well as consumer and firm behaviour in environments with asymmetric information. Strong emphasis on combining economic models with econometric techniques to answer economic questions. Models of demand and supply, discrete static and dynamic games, production function estimation, single agent dynamic models and matching models.

Antirequisite(s): Credit for both Economics 669 and 611.71 will not be allowed.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"ECON - Economics","ECON","675","Natural Resource Economics","Examines economic models of the structure and nature of natural resource industries and their interaction with the rest of the economy. Includes non-renewable and renewable resources and applies methods from capital theory, growth theory, public economics, and industrial organization to the study of natural resources.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","677","Environmental Economics","Environmental economics describes the ways in which people interact with their natural environment and the policies that best achieve society's goals in this context. Topics vary from year to year and may include benefit-cost analysis, non-market valuation, choice of policy instruments, environmental taxation, trade growth and the environment, global warming and international environmental treaties.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ECON - Economics","ECON","679","Health Economics","An overview of topics in health economics. An introduction to economic principles and techniques used in analysing and planning health policy, in particular the delivery of health services, and for understanding the health behaviour of individuals.

Antirequisite: Credit for ECON 679 and MDCH 661 will not be allowed.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"ECON - Economics","ECON","691","Research Methods I","Survey of research methods in economics. For course-based MA students.","1.5","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Focused, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
